Account ID,Subscription Year,user age,contact_id,job_id,education_id,housing_id,marital_id
11435,2022,37,1,13,33,0,41
11436,2022,34,1,14,31,0,41
11437,2022,46,1,13,32,1,41
11438,2022,42,1,13,33,1,41
11439,2022,36,1,12,36,1,41
11440,2022,54,1,13,30,0,41
11441,2022,57,1,16,36,0,41
11442,2022,51,1,14,32,0,41
11443,2022,54,1,15,31,0,41
11444,2022,49,1,13,30,0,41
11445,2022,34,1,12,36,1,41
11446,2022,41,1,14,34,0,41
11447,2022,38,1,13,33,1,42
11448,2022,45,1,16,36,0,43
11449,2022,42,1,14,36,0,41
11450,2022,34,1,13,33,1,42
11451,2022,48,1,13,30,1,41
11452,2022,37,1,12,31,1,41
11453,2022,34,1,13,33,0,42
11454,2022,40,1,12,33,1,41
11455,2022,43,1,13,32,1,41
11456,2022,33,1,11,31,0,41
11457,2022,32,1,11,32,0,42
11458,2022,39,1,13,31,1,41
11459,2022,43,1,12,35,0,41
11460,2022,44,1,13,33,1,41
11461,2022,35,1,21,36,0,42
11462,2022,35,1,21,36,1,42
11463,2022,35,1,17,34,0,41
11464,2022,36,1,11,30,0,42
11465,2022,35,1,21,36,1,42
11466,2022,36,1,21,33,1,42
11467,2022,55,1,10,36,0,43
11468,2022,59,1,12,36,0,41
11469,2022,57,1,15,35,0,41
11470,2022,39,1,13,34,1,41
11471,2022,39,1,10,30,1,41
11472,2022,30,1,13,35,1,42
11473,2022,30,1,13,35,1,42
11474,2022,50,1,10,30,0,41
11475,2022,40,1,11,31,0,41
11476,2022,35,1,12,31,1,41
11477,2022,43,1,14,35,0,41
11478,2022,36,1,11,32,1,42
11479,2022,46,1,14,30,1,41
11480,2022,40,1,14,33,0,41
11481,2022,58,1,15,36,0,41
11482,2022,42,1,14,36,0,41
11483,2022,35,1,12,36,0,42
11484,2022,43,1,15,30,0,41
11485,2022,45,1,13,30,1,41
11486,2022,39,1,12,34,1,41
11487,2022,50,1,11,34,1,43
11488,2022,32,1,16,30,1,43
11489,2022,39,1,12,31,0,41
11490,2022,52,1,18,36,0,41
11491,2022,44,1,12,34,1,41
11492,2022,56,1,13,30,0,41
11493,2022,48,1,12,31,0,41
11494,2022,33,1,11,31,0,41
11495,2022,43,1,16,36,0,41
11496,2022,57,1,15,31,0,41
11497,2022,36,1,14,34,0,42
11498,2022,34,1,16,36,1,41
11499,2022,34,1,11,33,0,42
11500,2022,30,1,14,36,0,41
11501,2022,33,1,11,35,0,43
11502,2022,32,1,14,34,0,42
11503,2022,36,1,14,31,1,42
11504,2022,36,1,13,31,0,42
11505,2022,33,1,11,31,0,42
11506,2022,40,1,14,34,0,43
11507,2022,41,1,13,30,1,41
11508,2022,51,1,11,32,1,41
11509,2022,36,1,14,34,1,41
11510,2022,28,1,11,35,0,41
11511,2022,53,1,11,31,1,41
11512,2022,58,1,13,33,1,41
11513,2022,45,1,16,33,0,41
11514,2022,43,1,14,35,1,41
11515,2022,33,1,12,31,0,41
11516,2022,33,1,12,31,0,41
11517,2022,27,1,13,32,2,42
11518,2022,42,1,14,31,0,41
11519,2022,43,1,12,33,0,43
11520,2022,42,1,12,36,0,41
11521,2022,27,1,13,32,0,42
11522,2022,34,1,18,36,1,42
11523,2022,31,1,21,36,0,42
11524,2022,54,1,16,36,0,43
11525,2022,40,1,18,30,0,41
11526,2022,52,1,17,31,1,41
11527,2022,47,1,16,36,0,43
11528,2022,49,1,10,33,0,41
11529,2022,32,1,12,31,0,42
11530,2022,49,1,10,31,1,42
11531,2022,50,1,13,33,0,41
11532,2022,34,1,11,31,0,41
11533,2022,55,1,13,30,0,41
11534,2022,47,1,14,33,0,42
11535,2022,51,1,15,34,0,41
11536,2022,47,1,13,32,0,41
11537,2022,56,1,14,30,1,41
11538,2022,53,1,12,33,0,41
11539,2022,36,1,13,33,1,41
11540,2022,42,1,13,33,1,43
11541,2022,44,1,13,32,0,43
11542,2022,39,1,10,33,1,41
11543,2022,37,1,12,31,1,42
11544,2022,60,1,13,35,1,41
11545,2022,36,1,11,31,0,41
11546,2022,42,1,16,36,1,43
11547,2022,31,1,12,31,1,41
11548,2022,53,1,14,34,0,43
11549,2022,45,1,13,30,1,41
11550,2022,37,1,14,34,1,42
11551,2022,47,1,18,34,0,41
11552,2022,49,1,13,31,0,43
11553,2022,36,1,12,36,1,41
11554,2022,35,1,11,31,0,43
11555,2022,38,1,19,35,0,41
11556,2022,38,1,11,31,0,42
11557,2022,50,1,13,31,0,43
11558,2022,59,1,15,34,0,41
11559,2022,43,1,19,35,1,41
11560,2022,42,1,12,31,1,41
11561,2022,40,1,12,32,1,41
11562,2022,46,1,13,35,0,41
11563,2022,57,1,10,30,1,43
11564,2022,42,1,12,36,1,41
11565,2022,41,1,13,30,1,41
11566,2022,54,1,16,36,1,43
11567,2022,27,1,12,36,0,42
11568,2022,36,1,12,31,0,41
11569,2022,58,1,13,34,1,41
11570,2022,40,1,16,36,1,41
11571,2022,34,1,12,33,0,42
11572,2022,33,1,12,31,0,43
11573,2022,56,1,15,32,0,41
11574,2022,42,1,13,33,0,41
11575,2022,43,1,11,31,1,41
11576,2022,54,1,16,33,1,42
11577,2022,53,1,12,32,1,42
11578,2022,42,1,14,35,0,42
11579,2022,40,1,11,32,0,41
11580,2022,54,1,14,34,1,41
11581,2022,40,1,10,34,0,42
11582,2022,26,1,12,36,1,42
11583,2022,33,1,12,31,0,41
11584,2022,35,1,13,33,0,41
11585,2022,36,1,12,31,0,41
11586,2022,29,1,11,31,1,42
11587,2022,36,1,13,33,1,41
11588,2022,35,1,16,31,1,41
11589,2022,50,1,18,36,0,42
11590,2022,46,1,11,31,1,41
11591,2022,49,1,20,31,1,41
11592,2022,42,1,14,34,1,42
11593,2022,36,1,13,31,1,42
11594,2022,55,1,13,33,1,41
11595,2022,41,1,16,36,0,41
11596,2022,57,1,16,34,1,41
11597,2022,32,1,11,31,1,42
11598,2022,49,1,12,33,0,41
11599,2022,57,1,19,35,1,41
11600,2022,58,1,13,30,1,43
11601,2022,52,1,14,31,1,41
11602,2022,50,1,11,34,0,43
11603,2022,41,1,13,33,1,42
11604,2022,33,1,20,36,1,41
11605,2022,57,1,13,30,0,41
11606,2022,48,1,13,32,0,41
11607,2022,55,1,14,34,0,41
11608,2022,38,1,16,36,0,41
11609,2022,38,1,11,31,1,41
11610,2022,53,1,12,36,1,41
11611,2022,43,1,17,36,0,42
11612,2022,36,1,13,31,0,42
11613,2022,32,1,13,33,0,41
11614,2022,33,1,11,30,0,41
11615,2022,58,1,20,30,1,41
11616,2022,40,1,17,31,0,43
11617,2022,57,1,16,36,1,41
11618,2022,45,1,14,31,1,41
11619,2022,42,1,13,30,1,41
11620,2022,46,1,12,36,1,41
11621,2022,36,1,14,36,0,41
11622,2022,41,1,18,31,1,41
11623,2022,57,1,12,33,0,43
11624,2022,49,1,13,33,1,41
11625,2022,56,1,16,31,0,43
11626,2022,37,1,13,33,0,41
11627,2022,37,1,13,33,0,41
11628,2022,46,1,12,31,1,42
11629,2022,22,1,13,33,1,42
11630,2022,43,1,11,31,0,41
11631,2022,49,1,13,35,0,41
11632,2022,41,1,14,32,1,41
11633,2022,38,1,12,36,0,42
11634,2022,33,1,12,33,0,41
11635,2022,49,1,12,36,1,41
11636,2022,30,1,13,35,0,42
11637,2022,33,1,12,33,1,41
11638,2022,34,1,16,36,0,42
11639,2022,30,1,21,35,0,42
11640,2022,59,1,16,30,1,41
11641,2022,59,1,16,30,2,41
11642,2022,41,1,18,36,0,41
11643,2022,48,1,10,32,1,41
11644,2022,28,1,19,35,1,42
11645,2022,44,1,11,31,1,41
11646,2022,59,1,15,36,0,44
11647,2022,50,1,16,31,0,41
11648,2022,35,1,12,36,0,41
11649,2022,42,1,12,31,0,41
11650,2022,45,1,12,33,0,41
11651,2022,36,1,14,34,0,41
11652,2022,56,1,11,31,0,41
11653,2022,29,1,13,30,0,43
11654,2022,41,1,18,36,1,41
11655,2022,42,1,13,33,0,41
11656,2022,52,1,11,31,0,42
11657,2022,48,1,11,31,2,41
11658,2022,31,1,13,31,1,41
11659,2022,43,1,17,36,1,41
11660,2022,36,1,13,30,0,41
11661,2022,42,1,20,36,1,41
11662,2022,52,1,11,32,0,43
11663,2022,39,1,12,31,1,41
11664,2022,36,1,11,31,0,41
11665,2022,42,1,13,33,1,41
11666,2022,41,1,12,31,0,41
11667,2022,55,1,14,30,0,41
11668,2022,30,1,13,33,0,41
11669,2022,57,1,15,30,0,44
11670,2022,45,1,20,30,1,41
11671,2022,51,1,13,30,1,41
11672,2022,39,1,18,33,1,42
11673,2022,47,1,12,31,0,41
11674,2022,27,1,11,31,1,41
11675,2022,34,1,14,36,1,42
11676,2022,57,1,13,30,1,41
11677,2022,43,1,20,30,0,41
11678,2022,49,1,13,30,0,41
11679,2022,39,1,16,36,0,41
11680,2022,38,1,13,30,1,41
11681,2022,49,1,13,33,0,41
11682,2022,58,1,16,32,0,41
11683,2022,43,1,14,34,1,41
11684,2022,50,1,19,35,1,41
11685,2022,31,1,11,31,0,41
11686,2022,43,1,18,36,0,43
11687,2022,43,1,18,33,0,41
11688,2022,30,1,18,36,1,42
11689,2022,27,1,11,34,1,42
11690,2022,51,1,11,35,0,41
11691,2022,37,1,14,34,1,41
11692,2022,46,1,10,33,1,41
11693,2022,35,1,13,34,0,41
11694,2022,47,1,12,36,0,43
11695,2022,46,1,16,35,1,41
11696,2022,40,1,14,34,0,41
11697,2022,26,1,10,36,0,41
11698,2022,32,1,13,33,0,43
11699,2022,45,1,16,36,1,41
11700,2022,34,1,12,33,0,41
11701,2022,47,1,13,35,0,41
11702,2022,42,1,14,34,0,41
11703,2022,57,1,14,30,0,41
11704,2022,57,1,14,30,0,41
11705,2022,38,1,13,30,0,41
11706,2022,57,1,14,30,0,41
11707,2022,28,1,21,33,1,42
11708,2022,60,1,16,36,0,41
11709,2022,48,1,12,36,1,41
11710,2022,47,1,14,34,1,41
11711,2022,40,1,12,31,0,41
11712,2022,51,1,16,34,1,41
11713,2022,48,1,17,30,1,42
11714,2022,54,1,10,30,0,41
11715,2022,40,1,13,32,0,41
11716,2022,44,1,12,33,0,42
11717,2022,42,1,14,31,0,43
11718,2022,52,1,18,36,1,41
11719,2022,31,1,13,33,1,42
11720,2022,32,1,11,31,0,41
11721,2022,44,1,12,31,1,41
11722,2022,39,1,16,32,0,41
11723,2022,57,1,16,34,1,41
11724,2022,52,1,12,30,1,41
11725,2022,42,1,16,36,0,41
11726,2022,42,1,14,34,2,42
11727,2022,43,1,16,34,1,41
11728,2022,31,1,12,31,0,43
11729,2022,29,1,12,36,1,41
11730,2022,57,1,13,30,0,43
11731,2022,44,1,13,33,0,41
11732,2022,59,1,19,35,0,41
11733,2022,39,1,13,30,0,41
11734,2022,57,1,15,36,0,41
11735,2022,41,1,16,35,0,41
11736,2022,37,1,14,31,0,42
11737,2022,38,1,11,31,1,41
11738,2022,42,1,15,30,0,41
11739,2022,49,1,19,35,1,41
11740,2022,54,1,16,32,1,41
11741,2022,36,1,12,36,2,41
11742,2022,32,1,12,36,0,42
11743,2022,35,1,14,34,1,41
11744,2022,45,1,10,34,0,41
11745,2022,56,1,14,35,1,41
11746,2022,34,1,14,36,1,41
11747,2022,41,1,17,33,0,41
11748,2022,41,1,11,33,0,41
11749,2022,36,1,13,33,0,41
11750,2022,32,1,12,36,2,42
11751,2022,31,1,11,31,2,41
11752,2022,38,1,14,34,1,41
11753,2022,35,1,12,36,1,43
11754,2022,53,1,12,34,1,41
11755,2022,51,1,12,32,1,41
11756,2022,56,1,20,36,0,41
11757,2022,33,1,12,33,2,41
11758,2022,33,1,12,33,0,41
11759,2022,51,1,11,31,1,43
11760,2022,39,1,11,31,1,41
11761,2022,45,1,20,36,0,41
11762,2022,40,1,14,36,0,42
11763,2022,60,1,19,35,1,42
11764,2022,33,1,14,36,1,41
11765,2022,47,1,13,31,1,41
11766,2022,48,1,13,30,0,41
11767,2022,43,1,20,31,0,41
11768,2022,37,1,16,36,1,41
11769,2022,50,1,11,33,1,41
11770,2022,59,1,20,31,1,41
11771,2022,32,1,14,35,1,41
11772,2022,42,1,10,30,1,42
11773,2022,52,1,13,30,0,41
11774,2022,42,1,13,35,0,41
11775,2022,42,1,12,35,0,41
11776,2022,40,1,16,33,2,41
11777,2022,38,1,13,33,0,41
11778,2022,39,1,13,32,1,41
11779,2022,39,1,13,32,0,41
11780,2022,38,1,12,31,0,41
11781,2022,47,1,12,35,1,42
11782,2022,30,1,11,31,0,42
11783,2022,38,1,12,31,1,43
11784,2022,39,1,14,36,0,43
11785,2022,44,1,12,31,0,41
11786,2022,36,1,12,31,0,41
11787,2022,41,1,11,31,1,41
11788,2022,41,1,13,32,0,41
11789,2022,35,1,13,33,0,41
11790,2022,41,1,14,31,0,41
11791,2022,36,1,11,31,0,41
11792,2022,35,1,12,31,1,42
11793,2022,33,1,13,30,0,42
11794,2022,38,1,12,32,0,42
11795,2022,33,1,18,36,0,41
11796,2022,55,1,18,35,0,41
11797,2022,36,1,13,33,0,42
11798,2022,57,1,14,34,0,41
11799,2022,32,1,20,36,1,42
11800,2022,30,1,18,31,1,42
11801,2022,43,1,12,34,1,41
11802,2022,46,1,12,36,0,41
11803,2022,35,1,12,31,0,43
11804,2022,34,1,12,36,1,42
11805,2022,50,1,13,30,2,41
11806,2022,39,1,12,36,0,42
11807,2022,39,1,13,33,0,41
11808,2022,42,1,20,32,0,41
11809,2022,57,1,15,36,1,41
11810,2022,45,1,13,30,0,41
11811,2022,40,1,14,30,0,41
11812,2022,42,1,13,31,0,41
11813,2022,40,1,14,30,0,41
11814,2022,38,1,13,30,0,42
11815,2022,39,1,13,32,1,41
11816,2022,41,1,13,30,0,41
11817,2022,39,1,13,32,1,41
11818,2022,41,1,13,30,1,41
11819,2022,45,1,12,36,0,41
11820,2022,35,1,12,36,2,43
11821,2022,35,1,12,32,1,41
11822,2022,49,1,13,31,0,41
11823,2022,36,1,14,35,0,41
11824,2022,23,1,12,36,0,42
11825,2022,43,1,17,36,2,41
11826,2022,49,1,20,34,2,41
11827,2022,36,1,14,34,2,41
11828,2022,51,1,13,33,1,41
11829,2022,56,1,15,30,1,41
11830,2022,45,1,10,31,0,41
11831,2022,42,1,12,31,0,41
11832,2022,41,1,12,31,0,43
11833,2022,32,1,11,31,0,41
11834,2022,46,1,16,36,0,41
11835,2022,37,1,13,35,0,41
11836,2022,53,1,16,36,0,41
11837,2022,30,1,13,30,0,41
11838,2022,45,1,19,35,0,41
11839,2022,24,1,14,34,0,42
11840,2022,45,1,19,35,0,41
11841,2022,34,1,12,36,0,42
11842,2022,41,1,16,36,0,41
11843,2022,59,1,13,30,1,41
11844,2022,45,1,13,30,0,41
11845,2022,54,1,13,32,0,41
11846,2022,32,1,14,34,0,41
11847,2022,33,1,14,34,1,41
11848,2022,32,1,12,36,0,41
11849,2022,34,1,11,31,2,42
11850,2022,46,1,16,36,0,41
11851,2022,57,1,14,34,1,41
11852,2022,42,1,14,33,0,41
11853,2022,48,1,12,34,1,41
11854,2022,58,1,12,36,1,43
11855,2022,34,1,11,31,0,41
11856,2022,32,1,12,36,1,42
11857,2022,48,1,13,33,0,41
11858,2022,47,1,13,33,0,41
11859,2022,31,1,11,31,0,41
11860,2022,32,1,12,36,1,42
11861,2022,32,1,12,36,0,42
11862,2022,36,1,11,31,0,41
11863,2022,53,1,13,30,0,41
11864,2022,37,1,13,33,0,41
11865,2022,50,1,11,31,0,41
11866,2022,46,1,13,32,1,41
11867,2022,41,1,12,31,0,41
11868,2022,43,1,13,30,0,42
11869,2022,51,1,16,36,1,41
11870,2022,38,1,12,36,1,41
11871,2022,41,1,14,32,1,41
11872,2022,39,1,11,31,0,41
11873,2022,52,1,13,30,0,41
11874,2022,37,1,14,34,1,41
11875,2022,41,1,12,33,1,41
11876,2022,46,1,12,36,1,43
11877,2022,47,1,14,34,0,41
11878,2022,35,1,14,34,0,41
11879,2022,38,1,11,31,0,41
11880,2022,30,1,13,35,1,42
11881,2022,46,1,13,33,1,41
11882,2022,30,1,14,34,0,41
11883,2022,35,1,11,30,0,42
11884,2022,58,1,12,35,1,41
11885,2022,40,1,14,34,0,41
11886,2022,34,1,14,36,0,41
11887,2022,30,1,12,36,0,42
11888,2022,38,1,11,32,0,41
11889,2022,55,1,16,30,0,42
11890,2022,55,1,16,36,1,41
11891,2022,45,1,14,34,1,42
11892,2022,36,1,12,36,1,41
11893,2022,32,1,12,36,0,42
11894,2022,35,1,14,35,1,41
11895,2022,55,1,16,36,1,43
11896,2022,49,1,10,30,2,41
11897,2022,29,1,12,31,1,41
11898,2022,34,1,13,30,1,41
11899,2022,54,1,15,31,1,41
11900,2022,36,1,14,34,0,42
11901,2022,30,1,16,36,1,42
11902,2022,33,1,10,36,0,43
11903,2022,37,1,13,31,0,41
11904,2022,36,1,14,33,1,41
11905,2022,33,1,13,31,0,41
11906,2022,32,1,10,31,1,41
11907,2022,32,1,10,31,0,41
11908,2022,50,1,13,30,1,41
11909,2022,39,1,13,33,0,41
11910,2022,51,1,13,35,1,43
11911,2022,33,1,11,31,0,41
11912,2022,33,1,11,30,0,41
11913,2022,56,1,16,36,0,41
11914,2022,39,1,16,36,1,43
11915,2022,33,1,18,36,0,42
11916,2022,59,1,15,30,0,43
11917,2022,42,1,12,35,1,42
11918,2022,43,1,11,31,0,41
11919,2022,35,1,12,36,2,41
11920,2022,46,1,13,32,1,41
11921,2022,27,1,14,33,0,41
11922,2022,47,1,12,36,1,43
11923,2022,31,1,12,36,0,42
11924,2022,32,1,13,33,1,41
11925,2022,54,1,12,31,0,41
11926,2022,56,1,16,36,0,41
11927,2022,48,1,11,31,1,42
11928,2022,44,1,12,31,1,41
11929,2022,46,1,12,31,0,41
11930,2022,45,1,11,31,1,41
11931,2022,43,1,12,34,0,41
11932,2022,40,1,12,31,0,42
11933,2022,56,1,16,36,1,41
11934,2022,47,1,20,34,0,41
11935,2022,39,1,16,36,1,43
11936,2022,48,1,14,30,0,41
11937,2022,45,1,10,34,1,41
11938,2022,36,1,18,36,0,41
11939,2022,49,1,16,34,1,41
11940,2022,46,1,11,31,0,41
11941,2022,38,1,13,33,1,41
11942,2022,50,1,10,30,1,41
11943,2022,27,1,12,31,1,42
11944,2022,40,1,14,34,1,41
11945,2022,46,1,16,36,1,41
11946,2022,40,1,12,36,1,43
11947,2022,33,1,16,36,0,42
11948,2022,54,1,15,31,1,41
11949,2022,52,1,13,30,1,41
11950,2022,53,1,12,36,1,41
11951,2022,49,1,11,31,0,41
11952,2022,42,1,13,30,0,41
11953,2022,49,1,10,30,0,41
11954,2022,40,1,20,33,0,41
11955,2022,59,1,12,36,0,41
11956,2022,51,1,18,33,1,41
11957,2022,57,1,10,32,1,41
11958,2022,38,1,18,33,1,43
11959,2022,52,1,18,36,0,41
11960,2022,26,1,17,33,1,42
11961,2022,35,1,12,36,1,41
11962,2022,51,1,12,36,0,41
11963,2022,43,1,13,30,1,41
11964,2022,42,1,12,31,1,41
11965,2022,60,1,15,36,1,43
11966,2022,36,1,13,33,1,41
11967,2022,57,1,16,36,0,41
11968,2022,35,1,21,36,0,42
11969,2022,30,1,12,36,0,41
11970,2022,43,1,11,31,0,41
11971,2022,40,1,14,33,0,41
11972,2022,45,1,14,36,0,41
11973,2022,56,1,15,31,0,41
11974,2022,46,1,11,32,0,41
11975,2022,41,1,13,30,1,41
11976,2022,42,1,12,36,1,41
11977,2022,56,1,13,30,0,41
11978,2022,43,1,20,30,1,41
11979,2022,34,1,13,30,0,41
11980,2022,38,1,11,31,1,41
11981,2022,40,1,14,33,0,41
11982,2022,38,1,12,31,0,41
11983,2022,48,1,20,36,1,41
11984,2022,27,1,13,33,1,41
11985,2022,24,1,14,34,0,42
11986,2022,47,1,12,35,1,42
11987,2022,48,1,13,34,0,41
11988,2022,31,1,12,31,1,42
11989,2022,39,1,18,30,1,42
11990,2022,41,1,14,36,0,42
11991,2022,49,1,13,30,1,41
11992,2022,56,1,15,30,0,41
11993,2022,49,1,12,31,0,41
11994,2022,47,1,17,36,0,43
11995,2022,44,1,13,35,1,41
11996,2022,48,1,12,31,0,43
11997,2022,55,1,10,30,1,41
11998,2022,59,1,16,30,1,41
11999,2022,44,1,14,34,1,42
12000,2022,46,1,13,33,0,41
12001,2022,39,1,13,32,1,43
12002,2022,38,1,17,30,1,41
12003,2022,36,1,11,31,1,41
12004,2022,29,1,12,36,0,42
12005,2022,31,1,14,34,1,42
12006,2022,30,1,11,33,0,43
12007,2022,36,1,13,30,1,41
12008,2022,60,1,13,34,0,41
12009,2022,36,1,12,36,1,41
12010,2022,32,1,11,31,0,41
12011,2022,39,1,13,33,1,41
12012,2022,30,1,11,36,1,41
12013,2022,39,1,13,30,0,41
12014,2022,37,1,13,33,1,41
12015,2022,39,1,13,34,1,41
12016,2022,46,1,13,30,0,41
12017,2022,43,1,17,30,0,41
12018,2022,37,1,11,31,1,41
12019,2022,30,1,14,36,0,41
12020,2022,38,1,14,34,0,41
12021,2022,31,1,14,36,1,41
12022,2022,44,1,12,36,0,41
12023,2022,44,1,18,36,0,41
12024,2022,38,1,14,35,2,41
12025,2022,30,1,21,31,0,42
12026,2022,37,1,13,30,2,41
12027,2022,54,1,10,35,1,43
12028,2022,41,1,16,35,1,41
